0	0	0	0.0	0.0
4	0	0	0.0	0.0
8	0	0	0.0	0.0
12	0	0	0.0	0.0
16	0	0	0.0	0.0
20	0	0	0.0	0.0
24	0	0	0.0	0.0
28	0	0	0.0	0.0
32	0	0	0.0	0.0
36	0	0	0.0	0.0
40	0	0	0.0	0.0
44	0	0	0.0	0.0
48	0	0	0.0	0.0
52	0	0	0.0	0.0
56	0	0	0.0	0.0
60	0	0	0.0	0.0
64	0	0	0.0	0.0
68	0	0	0.0	0.0
72	0	0	0.0	0.0
76	0	0	0.0	0.0
80	0	0	0.0	0.0
84	0	0	0.0	0.0
88	0	0	0.0	0.0
92	0	0	0.0	0.0
96	0	0	0.0	0.0
100	0	0	0.0	0.0
104	0	0	0.0	0.0
108	0	0	0.0	0.0
112	0	0	0.0	0.0
116	0	0	0.0	0.0
120	0	0	0.0	0.0
124	0	0	0.0	0.0
128	0	0	0.0	0.0
132	0	0	0.0	0.0
136	0	0	0.0	0.0
140	0	0	0.0	0.0
144	0	0	0.0	0.0
148	0	0	0.0	0.0
152	0	0	0.0	0.0
156	0	0	0.0	0.0
160	0	0	0.0	0.0
164	0	0	0.0	0.0
168	0	0	0.0	0.0
172	0	0	0.0	0.0
176	0	0	0.0	0.0
180	0	0	0.0	0.0
184	0	0	0.0	0.0
188	0	0	0.0	0.0
192	0	0	0.0	0.0
196	0	0	0.0	0.0
200	0	0	0.0	0.0
204	0	0	0.0	0.0
208	0	0	0.0	0.0
212	1	0	956.0	0.0
216	0	0	0.0	0.0
220	0	0	0.0	0.0
224	21	0	947.0	0.0
228	22	0	946.5	0.0
232	19	0	947.0	0.0
236	17	0	946.0	0.0
240	14	0	949.5	0.0
244	11	0	948.0	0.0
248	12	4	948.5	959.5
252	9	4	948.0	959.5
256	9	4	948.0	959.5
260	7	3	949.0	959.0
264	8	4	948.5	959.5
268	9	4	948.0	959.5
272	9	4	948.0	959.5
276	9	11	948.0	956.0
280	9	4	948.0	959.5
284	9	4	948.0	959.5
288	9	4	948.0	959.5
292	9	4	948.0	959.5
296	9	5	948.0	959.0
300	9	5	948.0	959.0
304	10	5	947.5	959.0
308	9	14	948.0	954.5
312	10	5	947.5	959.0
316	9	6	948.0	959.5
320	9	6	947.0	959.5
324	12	6	946.5	959.5
328	16	6	946.5	959.5
332	20	6	946.5	959.5
336	18	6	948.5	959.5
340	19	6	947.0	959.5
344	20	17	945.5	954.0
348	20	6	945.5	959.5
352	18	6	946.5	959.5
356	16	6	946.5	959.5
360	14	6	946.5	959.5
364	15	6	947.0	959.5
368	15	6	947.0	959.5
372	17	7	946.0	959.0
376	22	7	946.5	959.0
380	16	7	947.5	959.0
384	17	7	946.0	959.0
388	21	7	946.0	959.0
392	22	18	947.5	964.5
396	29	8	947.0	959.5
400	29	8	946.0	959.5
404	78	8	946.5	959.5
408	78	8	946.5	959.5
412	78	8	946.5	959.5
416	97	16	956.0	959.5
420	100	24	947.5	959.5
424	107	26	951.0	959.5
428	122	28	947.5	959.5
432	123	28	948.0	959.5
436	123	30	948.0	959.5
440	102	34	958.5	959.5
444	121	38	949.0	959.5
448	121	42	949.0	959.5
452	121	46	949.0	959.5
456	121	50	950.0	959.5
460	121	55	947.0	959.0
464	115	59	950.0	959.0
468	121	64	947.0	959.5
472	121	68	947.0	959.5
476	124	72	947.5	959.5
480	125	76	948.0	959.5
484	126	80	948.5	959.5
488	138	84	948.5	959.5
